pr_number,pr_owner,first_pr,pr_commits,pr_comments,merged,linked,sameOwner,comments,commentsB4,ownerComments,ownerCommentsB4,mergerComments,mergerCommentsB4
2308,UtahDave,0,1,0,0,1,0,18,10,1,0,,
2312,UtahDave,0,3,0,1,1,0,18,10,1,0,7,4
2313,terminalmage,0,1,1,1,0,,,,,,,
2318,ffa,0,1,0,1,0,,,,,,,
2319,ffa,0,1,0,1,0,,,,,,,
2316,UtahDave,0,3,0,1,0,,,,,,,
19916,KB1JWQ,0,1,0,0,0,,,,,,,
2317,romeotheriault,0,1,0,1,0,,,,,,,
2323,UtahDave,0,1,0,1,0,,,,,,,
2322,KrisSaxton,0,1,0,1,0,,,,,,,
2320,tail,1,1,0,1,0,,,,,,,
2327,s0undt3ch,0,1,1,1,1,1,4,4,2,2,2,2
2324,s0undt3ch,0,2,2,1,0,,,,,,,
2331,danielliang,1,1,0,1,0,,,,,,,
2330,anttix,0,1,0,1,0,,,,,,,
2329,anttix,1,1,0,1,1,1,0,0,0,0,0,0
2335,jcollie,0,1,0,1,0,,,,,,,
2334,tvaughan,0,2,0,1,0,,,,,,,
2333,jonasvp,0,1,0,1,0,,,,,,,
2332,jonasvp,0,1,0,1,1,0,10,7,3,3,0,0
2336,tvaughan,0,1,0,1,0,,,,,,,
2340,herlo,0,1,0,1,0,,,,,,,
2341,ydavid365,0,1,1,1,0,,,,,,,
2344,whiteinge,0,3,0,1,0,,,,,,,
2345,whiteinge,0,1,11,1,0,,,,,,,
2346,anttix,0,1,0,1,1,0,2,2,0,0,1,1
2347,seanchannel,0,9,4,1,0,,,,,,,
2349,gcw,0,1,0,1,0,,,,,,,
2350,gcw,0,1,0,1,0,,,,,,,
2355,clausa,1,2,0,1,0,,,,,,,
2354,seanchannel,0,3,2,1,0,,,,,,,
2357,romeotheriault,0,1,0,1,0,,,,,,,
2356,Ivoz,1,3,0,1,0,,,,,,,
2363,kvbik,0,1,0,1,0,,,,,,,
2362,kvbik,1,1,0,1,0,,,,,,,
2367,UtahDave,0,1,0,1,1,0,6,6,0,0,4,4
2366,whiteinge,0,2,0,1,0,,,,,,,
2372,seanchannel,0,1,1,0,0,,,,,,,
2371,mlister2006,0,1,0,1,0,,,,,,,
2368,UtahDave,0,1,0,1,0,,,,,,,
2369,mlister2006,1,3,0,1,0,,,,,,,
2382,mafrosis,0,2,0,1,0,,,,,,,
2380,iffy,0,1,0,0,0,,,,,,,
2381,mafrosis,1,2,1,1,0,,,,,,,
2378,giantlock,0,1,1,1,0,,,,,,,
2390,greghaynes,0,1,5,1,0,,,,,,,
2387,kvbik,0,2,0,1,0,,,,,,,
2386,jonasvp,0,1,0,1,0,,,,,,,
2384,herlo,0,13,1,1,0,,,,,,,
2398,s0undt3ch,0,3,2,1,0,,,,,,,
2394,rrada,1,2,0,0,0,,,,,,,
2392,s0undt3ch,0,1,2,1,1,0,4,4,0,0,2,2
2404,jcollie,0,1,0,1,0,,,,,,,
2405,seanchannel,0,1,0,1,0,,,,,,,
2400,jesusaurus,0,1,0,1,0,,,,,,,
2403,rrada,0,1,0,1,0,,,,,,,
2413,jaypipes,0,1,1,1,1,1,4,4,2,2,2,2
2414,UtahDave,0,1,0,1,1,0,1,1,0,0,1,1
2415,tomyuk,1,1,0,1,0,,,,,,,
2408,UtahDave,0,2,0,1,1,0,1,1,0,0,1,1
2409,jcollie,0,2,0,1,0,,,,,,,
2410,jaypipes,1,1,1,1,0,,,,,,,
2416,ryanschneider,1,3,0,0,0,,,,,,,
2419,ffa,0,1,0,0,0,,,,,,,
2418,ffa,0,1,0,1,1,1,20,5,10,2,7,3
2429,techhat,0,1,0,1,0,,,,,,,
2425,mchesnut,0,25,0,0,0,,,,,,,
2424,UtahDave,0,1,0,1,1,0,15,15,2,2,4,4
2427,SEJeff,0,12,1,1,0,,,,,,,
2426,mchesnut,0,1,0,1,0,,,,,,,
2750,seanchannel,0,1,4,1,0,,,,,,,
20095,KB1JWQ,0,1,0,0,0,,,,,,,
2751,seanchannel,0,1,1,1,0,,,,,,,
20094,KB1JWQ,0,1,0,0,0,,,,,,,
2746,hank-at-code42,1,1,0,1,0,,,,,,,
2744,UtahDave,0,2,0,1,0,,,,,,,
2745,thekuffs,0,1,0,1,1,0,17,12,1,0,7,5
2742,andrewbunday,0,2,0,1,0,,,,,,,
2740,kjkuan,0,1,0,1,0,,,,,,,
2741,holmboe,0,1,0,1,0,,,,,,,
2738,techhat,0,3,1,1,0,,,,,,,
2739,dahpgjgamgan,0,2,0,0,0,,,,,,,
2737,UtahDave,0,2,0,1,1,1,0,0,0,0,0,0
2734,UtahDave,0,2,0,1,0,,,,,,,
2732,thekuffs,0,1,0,1,0,,,,,,,
2730,s0undt3ch,0,2,0,1,1,0,7,6,4,3,0,0
2729,bclermont,0,1,2,1,0,,,,,,,
2728,giantlock,0,1,0,1,0,,,,,,,
2727,thekuffs,0,16,0,1,0,,,,,,,
2725,trendels,1,1,0,1,0,,,,,,,
2722,giantlock,0,1,0,1,0,,,,,,,
2721,thekuffs,0,1,0,1,0,,,,,,,
2720,seanchannel,0,1,0,1,0,,,,,,,
2716,giantlock,0,1,0,1,0,,,,,,,
2718,timl,1,1,0,1,0,,,,,,,
2719,thekuffs,0,1,0,1,0,,,,,,,
2712,JensRantil,0,1,0,0,1,1,1,1,0,0,,
2713,JensRantil,0,1,0,0,0,,,,,,,
2714,JensRantil,0,2,0,0,1,0,3,3,0,0,,
2715,andrewbunday,0,3,0,1,0,,,,,,,
2708,fabulops,0,1,0,0,0,,,,,,,
2710,seanchannel,0,1,0,1,0,,,,,,,
2711,techhat,0,1,1,1,0,,,,,,,
2704,s0undt3ch,0,3,0,1,0,,,,,,,
2705,giantlock,0,1,0,0,0,,,,,,,
2706,borgstrom,0,1,0,1,0,,,,,,,
2701,s0undt3ch,0,1,2,1,0,,,,,,,
2700,s0undt3ch,0,2,0,1,0,,,,,,,
2703,terminalmage,0,1,1,1,0,,,,,,,
2702,tsclausing,0,2,0,1,1,0,6,4,2,2,3,2
2697,tsclausing,1,1,0,1,1,1,13,5,7,3,6,2
2696,terminalmage,0,6,3,1,0,,,,,,,
2699,techhat,0,1,2,1,0,,,,,,,
2698,techhat,0,1,0,1,0,,,,,,,
2693,giantlock,0,1,0,1,0,,,,,,,
2692,s0undt3ch,0,1,9,1,1,0,4,3,3,2,1,1
2695,BackSeat,0,1,1,1,0,,,,,,,
2694,s0undt3ch,0,5,0,1,0,,,,,,,
2689,BackSeat,1,1,1,1,0,,,,,,,
2690,techhat,0,4,0,1,0,,,,,,,
2810,s0undt3ch,0,5,2,1,0,,,,,,,
2814,UtahDave,0,1,0,1,1,0,7,7,1,1,0,0
2812,mchesnut,0,1,0,1,0,,,,,,,
2813,s0undt3ch,0,1,1,1,0,,,,,,,
2800,UtahDave,0,1,0,1,1,0,3,2,2,1,0,0
2801,aboe76,1,1,1,1,0,,,,,,,
2804,UtahDave,0,1,0,1,1,0,6,4,2,0,4,4
2805,giantlock,0,1,0,1,0,,,,,,,
2794,thekuffs,0,3,0,1,0,,,,,,,
2793,thekuffs,0,2,0,0,0,,,,,,,
2792,mchesnut,0,5,0,1,1,1,4,1,1,0,3,1
2799,s0undt3ch,0,29,2,1,1,0,14,14,0,0,0,0
2798,brutasse,0,3,5,1,0,,,,,,,
2797,seanchannel,0,1,0,1,0,,,,,,,
2796,seanchannel,0,2,1,1,0,,,,,,,
2787,romeotheriault,0,1,0,1,0,,,,,,,
2785,dekkers,0,1,0,1,0,,,,,,,
2784,thekuffs,0,2,0,1,0,,,,,,,
2791,dekkers,0,1,0,1,0,,,,,,,
2789,giantlock,0,1,0,1,0,,,,,,,
2778,s0undt3ch,0,2,0,1,1,0,28,18,14,8,4,4
2779,s0undt3ch,0,1,0,1,0,,,,,,,
2780,giantlock,0,2,0,1,1,0,12,12,6,6,3,3
2781,UtahDave,0,1,0,1,0,,,,,,,
2782,UtahDave,0,1,1,1,0,,,,,,,
2768,s0undt3ch,0,7,0,1,1,0,32,32,8,8,10,10
2769,thekuffs,0,1,0,1,0,,,,,,,
2772,techhat,0,1,0,1,0,,,,,,,
2773,dekkers,0,1,0,1,0,,,,,,,
2774,UtahDave,0,1,2,0,0,,,,,,,
2765,s0undt3ch,0,2,1,1,0,,,,,,,
2764,UtahDave,0,3,2,1,1,0,18,18,2,2,10,10
2767,techhat,0,8,1,1,0,,,,,,,
2766,techhat,0,3,0,1,0,,,,,,,
2752,terminalmage,0,2,0,1,0,,,,,,,
2754,profitware,1,2,0,1,0,,,,,,,
2759,JensRantil,0,1,0,0,0,,,,,,,
2758,s0undt3ch,0,1,0,1,0,,,,,,,
2614,s0undt3ch,0,3,5,1,0,,,,,,,
2613,bclermont,0,1,8,0,1,1,15,4,6,2,,
2612,bclermont,0,2,1,1,0,,,,,,,
2610,kuerzn,0,1,0,0,0,,,,,,,
2609,kuerzn,0,3,0,0,0,,,,,,,
2608,kuerzn,0,1,0,0,0,,,,,,,
2622,terminalmage,0,1,1,1,0,,,,,,,
2621,terminalmage,0,1,2,1,0,,,,,,,
2620,kjkuan,0,2,0,1,1,0,2,2,1,1,1,1
2619,terminalmage,0,1,3,1,0,,,,,,,
2617,s0undt3ch,0,3,0,1,0,,,,,,,
2598,s0undt3ch,0,20,2,1,1,1,9,9,6,6,3,3
2599,l2ol33rt,0,1,0,1,0,,,,,,,
2596,kuerzn,0,1,1,1,0,,,,,,,
2597,s0undt3ch,0,1,1,1,0,,,,,,,
2595,kuerzn,1,1,2,1,0,,,,,,,
2607,kjkuan,0,2,0,1,0,,,,,,,
2605,kjkuan,0,1,0,1,0,,,,,,,
2603,UtahDave,0,1,0,1,0,,,,,,,
20201,KB1JWQ,0,1,0,0,0,,,,,,,
2600,dkehn,1,1,0,0,0,,,,,,,
2601,dkehn,0,2,0,1,0,,,,,,,
2580,s0undt3ch,0,1,0,1,0,,,,,,,
2577,mrtizmo,0,1,0,1,0,,,,,,,
2576,s0undt3ch,0,6,4,1,0,,,,,,,
2578,giantlock,0,1,0,1,0,,,,,,,
2589,s0undt3ch,0,2,0,1,0,,,,,,,
2590,UtahDave,0,1,0,1,1,0,36,32,2,0,14,14
2585,timl,0,1,0,0,0,,,,,,,
2584,UtahDave,0,1,0,1,1,1,4,2,2,0,2,2
2564,UtahDave,0,1,0,1,0,,,,,,,
2565,UtahDave,0,2,0,1,0,,,,,,,
2561,giantlock,0,1,0,1,0,,,,,,,
2562,kjkuan,0,5,0,1,0,,,,,,,
2572,s0undt3ch,0,1,0,1,0,,,,,,,
2573,s0undt3ch,0,1,3,1,0,,,,,,,
2574,johnthedebs,0,1,0,1,0,,,,,,,
2575,s0undt3ch,0,3,2,0,1,1,3,3,2,2,,
2568,techhat,0,1,0,1,0,,,,,,,
2569,mrtizmo,0,1,0,1,1,1,3,2,1,0,1,1
2675,UtahDave,0,1,0,1,0,,,,,,,
2673,UtahDave,0,1,0,1,0,,,,,,,
2672,bugi,0,1,0,1,0,,,,,,,
2679,s0undt3ch,0,3,0,1,1,0,12,8,4,4,0,0
2678,s0undt3ch,0,2,0,1,0,,,,,,,
2677,iffy,0,4,0,0,0,,,,,,,
2676,bclermont,0,14,4,1,0,,,,,,,
2682,seanchannel,0,1,0,1,0,,,,,,,
2680,s0undt3ch,0,3,1,1,0,,,,,,,
2687,kjkuan,0,2,0,1,0,,,,,,,
2686,kjkuan,0,1,0,1,0,,,,,,,
2685,seanchannel,0,1,0,1,0,,,,,,,
2658,seanchannel,0,1,1,1,0,,,,,,,
2656,giantlock,0,1,0,1,0,,,,,,,
2662,seanchannel,0,1,8,1,0,,,,,,,
2663,seanchannel,0,1,0,1,0,,,,,,,
2660,fabulops,0,1,0,0,0,,,,,,,
2661,seanchannel,0,1,0,1,1,0,3,1,1,0,1,0
2666,techhat,0,1,0,1,0,,,,,,,
2667,kjkuan,0,1,0,1,0,,,,,,,
2665,UtahDave,0,13,5,1,1,1,0,0,0,0,0,0
2670,techhat,0,1,1,1,0,,,,,,,
2671,terminalmage,0,1,3,1,0,,,,,,,
2668,axiom,0,1,0,1,0,,,,,,,
2669,roncohen,1,1,0,1,0,,,,,,,
2641,jhutchins,0,2,0,1,0,,,,,,,
20113,KB1JWQ,0,1,0,0,0,,,,,,,
2647,UtahDave,0,16,0,1,1,0,12,12,0,0,8,8
2646,dcolish,0,1,0,1,0,,,,,,,
2648,s0undt3ch,0,2,2,0,0,,,,,,,
2651,bclermont,0,1,1,1,0,,,,,,,
2650,s0undt3ch,0,11,0,1,0,,,,,,,
20125,KB1JWQ,0,1,0,0,0,,,,,,,
2652,s0undt3ch,0,11,6,1,1,0,11,9,1,0,2,2
2624,giantlock,0,1,0,1,0,,,,,,,
2625,terminalmage,0,2,4,1,0,,,,,,,
20096,KB1JWQ,0,1,0,0,0,,,,,,,
2626,thekuffs,0,2,0,1,0,,,,,,,
2627,thekuffs,0,3,0,1,1,1,3,2,2,1,1,1
2628,mrud,0,1,0,1,0,,,,,,,
2630,kjkuan,0,2,0,1,0,,,,,,,
2634,axiom,1,1,0,1,0,,,,,,,
2635,s0undt3ch,0,4,21,1,0,,,,,,,
2637,andrewbunday,1,1,0,1,0,,,,,,,
2989,tchap,1,1,3,1,0,,,,,,,
2988,sharan-monikantan,0,1,0,1,0,,,,,,,
2991,terminalmage,0,2,3,1,0,,,,,,,
2990,tchap,0,1,1,1,0,,,,,,,
2985,akoumjian,0,1,0,1,0,,,,,,,
2981,UtahDave,0,21,1,0,0,,,,,,,
2980,jhutchins,0,2,0,1,0,,,,,,,
2983,cedwards,0,1,0,1,0,,,,,,,
2982,UtahDave,0,1,1,1,0,,,,,,,
2977,cedwards,0,1,0,1,0,,,,,,,
2976,herlo,0,1,6,1,0,,,,,,,
2979,s0undt3ch,0,1,1,1,0,,,,,,,
3004,SEJeff,0,3,2,1,0,,,,,,,
3005,SEJeff,0,5,5,1,0,,,,,,,
3006,tf198,0,1,0,1,0,,,,,,,
3000,jacksontj,0,2,0,1,0,,,,,,,
3001,terminalmage,0,1,0,1,0,,,,,,,
3002,terminalmage,0,1,1,1,0,,,,,,,
3003,terminalmage,0,1,0,1,0,,,,,,,
2996,terminalmage,0,1,3,1,1,0,2,0,1,0,0,0
2997,torhve,0,3,1,1,0,,,,,,,
2998,jacksontj,0,1,0,1,0,,,,,,,
2999,jacksontj,0,1,0,0,0,,,,,,,
2992,tf198,1,1,0,1,0,,,,,,,
2993,jacksontj,0,1,0,1,0,,,,,,,
2957,UtahDave,0,1,0,1,0,,,,,,,
2953,ryanschneider,0,1,0,1,0,,,,,,,
2952,terminalmage,0,1,1,1,0,,,,,,,
2951,UtahDave,0,3,1,1,0,,,,,,,
2949,techhat,0,2,1,1,0,,,,,,,
2948,dangets,0,1,0,1,0,,,,,,,
2946,terminalmage,0,1,2,1,0,,,,,,,
2945,techhat,0,2,3,1,0,,,,,,,
2944,dangets,0,1,0,1,0,,,,,,,
2974,mchesnut,0,1,0,0,0,,,,,,,
2973,seanchannel,0,1,0,1,0,,,,,,,
2970,herlo,0,1,0,1,0,,,,,,,
2971,jhutchins,0,1,0,1,0,,,,,,,
2968,nkuttler,0,2,0,1,0,,,,,,,
2969,nkuttler,0,1,0,1,0,,,,,,,
2966,cedwards,0,1,0,1,0,,,,,,,
2967,UtahDave,0,1,0,1,0,,,,,,,
2962,rizumu,0,1,0,1,0,,,,,,,
2963,rizumu,0,1,0,0,0,,,,,,,
2960,seanchannel,0,1,0,1,0,,,,,,,
2961,rizumu,0,1,0,1,0,,,,,,,
3049,techhat,0,1,1,1,1,0,15,9,8,4,1,1
3048,whiteinge,0,1,1,1,0,,,,,,,
3051,techhat,0,3,3,1,0,,,,,,,
3050,techhat,0,1,0,1,0,,,,,,,
3053,shadowfax-chc,0,2,0,1,0,,,,,,,
3052,torhve,0,1,0,1,0,,,,,,,
3055,techhat,0,1,0,1,0,,,,,,,
3054,tchap,0,1,4,1,0,,,,,,,
3041,terminalmage,0,1,1,1,0,,,,,,,
3040,techhat,0,1,0,1,0,,,,,,,
3042,terminalmage,0,1,5,1,0,,,,,,,
3045,gotcha,0,1,0,1,0,,,,,,,
3044,s0undt3ch,0,1,1,1,0,,,,,,,
3047,techhat,0,2,0,1,0,,,,,,,
3064,UtahDave,0,1,0,1,0,,,,,,,
3065,shadowfax-chc,0,4,0,1,0,,,,,,,
3066,s0undt3ch,0,4,1,1,0,,,,,,,
3067,shadowfax-chc,0,2,0,1,0,,,,,,,
3069,shadowfax-chc,0,6,0,1,0,,,,,,,
3070,torhve,0,1,1,1,0,,,,,,,
3071,s0undt3ch,0,134,13,1,0,,,,,,,
3056,techhat,0,1,3,1,0,,,,,,,
3057,terminalmage,0,1,1,1,0,,,,,,,
20275,KB1JWQ,0,1,0,0,0,,,,,,,
3058,torhve,0,1,1,1,0,,,,,,,
3059,shadowfax-chc,0,2,0,1,0,,,,,,,
3060,shadowfax-chc,0,1,0,1,0,,,,,,,
3062,torhve,0,2,1,1,0,,,,,,,
3063,shadowfax-chc,0,3,0,1,0,,,,,,,
3019,terminalmage,0,1,3,1,0,,,,,,,
3018,techhat,0,2,1,1,0,,,,,,,
3023,s0undt3ch,0,1,0,1,1,0,8,4,4,2,2,2
3020,terminalmage,0,1,1,1,0,,,,,,,
3011,torhve,0,5,3,1,0,,,,,,,
3010,terminalmage,0,1,2,1,0,,,,,,,
3009,tchap,0,1,2,1,1,0,13,2,1,1,2,0
3014,thekuffs,0,2,0,1,0,,,,,,,
3013,whiteinge,0,1,1,1,1,1,1,1,0,0,1,1
3012,dtucny,1,2,0,1,0,,,,,,,
3034,s0undt3ch,0,3,4,1,0,,,,,,,
3035,gotcha,0,1,0,1,0,,,,,,,
3033,s0undt3ch,0,2,0,1,1,0,2,2,2,2,0,0
3038,s0undt3ch,0,2,3,1,0,,,,,,,
3039,shadowfax-chc,1,1,3,1,0,,,,,,,
3036,s0undt3ch,0,2,4,1,0,,,,,,,
3037,techtonik,0,1,0,0,1,1,1,1,0,0,,
3026,terminalmage,0,1,5,1,0,,,,,,,
3024,s0undt3ch,0,2,5,1,1,0,4,4,2,2,2,2
3031,terminalmage,0,1,1,1,0,,,,,,,
3028,SEJeff,0,1,1,1,0,,,,,,,
2854,terminalmage,0,1,2,1,0,,,,,,,
2848,SEJeff,0,1,3,1,0,,,,,,,
2849,rrada,0,1,0,1,0,,,,,,,
2850,rrada,0,2,0,1,0,,,,,,,
2860,s0undt3ch,0,5,1,1,1,0,4,3,1,1,1,1
2861,s0undt3ch,0,1,0,1,0,,,,,,,
2862,giantlock,0,1,0,1,0,,,,,,,
2863,s0undt3ch,0,6,0,1,0,,,,,,,
2858,giantlock,0,1,0,1,0,,,,,,,
2859,ryanschneider,0,2,0,1,0,,,,,,,
2869,JensRantil,0,1,0,0,0,,,,,,,
2868,psy-q,0,1,6,1,0,,,,,,,
2871,timl,0,1,0,1,0,,,,,,,
2870,UtahDave,0,1,0,1,1,0,6,6,1,1,0,0
2864,psy-q,1,1,0,1,0,,,,,,,
2867,psy-q,0,1,1,1,0,,,,,,,
2877,s0undt3ch,0,1,0,1,0,,,,,,,
2876,ryanschneider,0,1,0,1,0,,,,,,,
2879,techhat,0,1,0,1,0,,,,,,,
2878,psy-q,0,7,3,1,0,,,,,,,
2872,techhat,0,1,1,1,0,,,,,,,
2823,seanchannel,0,1,1,1,0,,,,,,,
2820,UtahDave,0,1,0,1,0,,,,,,,
2821,tristanhands,1,1,0,1,0,,,,,,,
2818,smaragd,1,1,0,1,1,0,1,0,0,0,1,0
2819,dekkers,0,1,0,1,0,,,,,,,
2816,holmboe,0,2,0,1,0,,,,,,,
2817,dekkers,0,1,0,1,0,,,,,,,
10607,mattrobenolt,0,0,0,0,0,,,,,,,
2831,seanchannel,0,1,2,1,0,,,,,,,
2829,s0undt3ch,0,2,2,1,0,,,,,,,
2824,holmboe,0,9,0,1,0,,,,,,,
2825,terminalmage,0,1,1,1,0,,,,,,,
2839,s0undt3ch,0,1,6,1,0,,,,,,,
2837,terminalmage,0,9,5,1,0,,,,,,,
2836,UtahDave,0,1,0,1,1,0,2,2,0,0,2,2
2834,UtahDave,0,1,0,1,0,,,,,,,
2832,s0undt3ch,0,12,4,1,0,,,,,,,
2846,unicolet,1,1,0,1,0,,,,,,,
2845,robinsmidsrod,1,1,2,1,0,,,,,,,
2844,giantlock,0,1,0,1,1,0,8,8,2,2,0,0
2843,s0undt3ch,0,1,0,1,0,,,,,,,
2842,s0undt3ch,0,2,1,1,0,,,,,,,
2841,dlindquist,1,1,0,1,0,,,,,,,
2912,s0undt3ch,0,1,1,1,1,0,8,4,6,4,0,0
2913,terminalmage,0,1,1,1,0,,,,,,,
2915,terminalmage,0,6,2,1,0,,,,,,,
2919,slafs,1,1,0,1,1,0,1,1,0,0,1,1
2923,s0undt3ch,0,2,1,1,0,,,,,,,
2924,alekibango,0,2,0,1,0,,,,,,,
2925,terminalmage,0,1,0,1,0,,,,,,,
2927,mchesnut,0,1,0,1,0,,,,,,,
2929,aleszoulek,1,1,0,1,0,,,,,,,
2931,giantlock,0,2,0,1,0,,,,,,,
2930,aleszoulek,0,1,0,1,0,,,,,,,
2933,s0undt3ch,0,2,0,1,0,,,,,,,
2935,techhat,0,1,0,1,0,,,,,,,
2934,dangets,1,1,0,1,0,,,,,,,
2937,dangets,0,1,0,0,0,,,,,,,
2936,ryanschneider,0,4,0,1,0,,,,,,,
2939,peterlandry,1,1,0,1,0,,,,,,,
2938,techhat,0,1,0,1,0,,,,,,,
2941,mchesnut,0,1,0,1,0,,,,,,,
2940,giantlock,0,1,0,1,0,,,,,,,
2943,ryanschneider,0,1,0,1,0,,,,,,,
2942,nkuttler,1,1,0,1,0,,,,,,,
2882,UtahDave,0,2,1,1,0,,,,,,,
2883,techhat,0,1,0,1,1,0,2,1,1,0,1,1
2881,s0undt3ch,0,3,2,1,0,,,,,,,
2886,UtahDave,0,1,1,1,1,0,1,1,0,0,1,1
2887,terminalmage,0,1,5,1,0,,,,,,,
2885,techhat,0,1,0,1,0,,,,,,,
2890,techhat,0,1,0,1,0,,,,,,,
2891,techhat,0,1,0,1,0,,,,,,,
2888,UtahDave,0,1,0,1,0,,,,,,,
2889,borgstrom,0,1,0,1,0,,,,,,,
2894,UtahDave,0,1,0,1,0,,,,,,,
2892,seanchannel,0,1,0,1,1,0,22,7,15,4,5,3
2893,akoumjian,0,2,0,1,0,,,,,,,
2899,giantlock,0,1,0,1,0,,,,,,,
2898,giantlock,0,1,0,1,0,,,,,,,
2907,seanchannel,0,1,0,1,0,,,,,,,
2905,kjkuan,0,1,0,0,0,,,,,,,
2904,herlo,0,2,0,1,0,,,,,,,
2911,s0undt3ch,0,1,2,1,0,,,,,,,
2910,giantlock,0,1,0,1,0,,,,,,,
3284,s0undt3ch,0,1,0,1,0,,,,,,,
3285,s0undt3ch,0,2,2,1,0,,,,,,,
3286,s0undt3ch,0,1,0,1,0,,,,,,,
3287,shadowfax-chc,0,4,0,1,0,,,,,,,
3280,s0undt3ch,0,10,0,1,0,,,,,,,
3282,padelt,0,1,0,1,0,,,,,,,
3283,s0undt3ch,0,1,2,1,0,,,,,,,
18463,KB1JWQ,0,1,0,0,0,,,,,,,
3294,s0undt3ch,0,1,0,1,1,0,18,0,10,0,0,0
3295,s0undt3ch,0,1,0,1,1,0,9,2,5,2,0,0
3288,torhve,0,161,0,0,0,,,,,,,
18456,KB1JWQ,0,1,0,0,0,,,,,,,
3269,kjkuan,0,4,0,1,0,,,,,,,
3268,shadowfax-chc,0,1,0,1,0,,,,,,,
3265,whiteinge,0,1,0,1,0,,,,,,,
3276,terminalmage,0,1,1,1,0,,,,,,,
3279,s0undt3ch,0,2,0,1,1,1,4,4,2,2,2,2
3274,UtahDave,0,1,0,1,1,0,5,0,3,0,0,0
3318,terminalmage,0,1,0,1,1,0,9,7,6,5,6,5
3319,terminalmage,0,14,0,1,0,,,,,,,
3312,bclermont,0,1,2,1,0,,,,,,,
3326,s0undt3ch,0,3,5,1,0,,,,,,,
3327,hvnsweeting,1,1,0,1,0,,,,,,,
3324,pcrews,1,1,0,1,0,,,,,,,
3325,jacksontj,0,1,0,1,0,,,,,,,
3320,kjkuan,0,3,0,1,0,,,,,,,
3302,terminalmage,0,2,8,1,1,0,3,3,1,1,2,2
3299,seanchannel,0,2,0,1,0,,,,,,,
3298,shadowfax-chc,0,2,0,1,0,,,,,,,
3296,torhve,0,1,0,1,0,,,,,,,
3311,terminalmage,0,10,0,1,1,1,8,6,3,2,5,4
3310,wendall911,0,1,0,1,0,,,,,,,
3309,herlo,0,3,0,1,0,,,,,,,
3308,wendall911,1,1,0,1,0,,,,,,,
3307,terminalmage,0,1,7,1,0,,,,,,,
3305,HonzaKral,1,1,0,1,0,,,,,,,
3216,havan,0,1,0,1,0,,,,,,,
3220,fsniper,0,1,0,1,1,1,3,0,0,0,1,0
3221,havan,0,1,0,1,1,1,1,1,1,1,0,0
3223,MTecknology,0,3,0,1,0,,,,,,,
3224,patrickw-nf,1,1,0,1,1,0,15,15,2,2,1,1
3225,shadowfax-chc,0,1,0,1,0,,,,,,,
3226,UtahDave,0,1,0,1,0,,,,,,,
3227,seanchannel,0,2,2,1,0,,,,,,,
3228,shadowfax-chc,0,2,0,1,0,,,,,,,
3230,torhve,0,1,1,1,0,,,,,,,
3231,kjkuan,0,1,0,1,0,,,,,,,
3201,terminalmage,0,4,2,1,0,,,,,,,
3200,dlindquist,0,1,0,1,0,,,,,,,
3203,techhat,0,1,0,1,0,,,,,,,
3205,techhat,0,1,0,1,1,0,2,1,1,0,0,0
3204,MTecknology,0,4,0,1,0,,,,,,,
3207,UtahDave,0,1,0,1,1,0,2,2,0,0,2,2
3206,UtahDave,0,1,0,1,1,0,16,8,8,2,0,0
3209,terminalmage,0,1,0,1,0,,,,,,,
3208,terminalmage,0,2,0,1,0,,,,,,,
3211,fsniper,0,1,0,1,1,1,7,7,3,3,2,2
3212,seanchannel,0,2,1,1,1,1,21,19,7,6,2,2
3215,MTecknology,0,1,0,0,0,,,,,,,
3250,kfdm,0,1,0,1,0,,,,,,,
3251,terminalmage,0,1,0,1,0,,,,,,,
3249,FlorianLudwig,1,1,0,1,1,1,3,0,1,0,2,0
3254,seanchannel,0,1,1,1,0,,,,,,,
3255,torhve,0,2,0,1,0,,,,,,,
3252,gotcha,0,1,0,1,0,,,,,,,
3253,s0undt3ch,0,3,9,1,0,,,,,,,
3258,UtahDave,0,2,0,1,0,,,,,,,
3256,torhve,0,1,3,1,0,,,,,,,
3257,mjarco,1,3,0,1,0,,,,,,,
3262,techhat,0,1,5,0,0,,,,,,,
3263,s0undt3ch,0,1,0,1,1,0,16,10,6,2,0,0
3260,s0undt3ch,0,6,0,1,0,,,,,,,
3233,s0undt3ch,0,1,1,1,0,,,,,,,
3232,s0undt3ch,0,1,5,1,1,1,32,11,16,6,12,3
3239,torhve,0,2,1,1,0,,,,,,,
3237,s0undt3ch,0,1,0,1,1,1,32,14,16,9,2,1
3236,MTecknology,0,2,0,1,0,,,,,,,
3240,MTecknology,0,1,0,1,0,,,,,,,
3247,torhve,0,1,0,1,0,,,,,,,
3246,terminalmage,0,1,1,1,0,,,,,,,
3244,whiteinge,0,1,1,1,0,,,,,,,
3165,terminalmage,0,1,2,1,0,,,,,,,
3164,terminalmage,0,1,0,1,0,,,,,,,
3167,torhve,0,1,1,1,0,,,,,,,
3166,terminalmage,0,2,9,1,0,,,,,,,
3161,alejandrogomez,0,1,2,1,0,,,,,,,
3160,shadowfax-chc,0,2,0,1,0,,,,,,,
3163,terminalmage,0,3,6,1,0,,,,,,,
3162,shadowfax-chc,0,1,0,1,0,,,,,,,
3159,shadowfax-chc,0,6,0,1,0,,,,,,,
